Level	weapon skill	defense skill	dodge	parry	block	hit melee	hit ranged	hit spell	crit melee	crit ranged	crit spell	hit taken melee	hit taken ranged	hit taken spell	crit taken melee	crit taken ranged	crit taken spell	haste melee	haste ranged	haste spell	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
85	4.663462	2.798077	22.384617	27.980772	9.326923	18.653847	18.653847	14.923079	26.115387	26.115387	26.115387	18.653847	18.653847	14.923079	46.634621	46.634621	46.634621	18.653847	18.653847	18.653847	4.663462	4.663462	4.663462	4.663462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
86	4.711538	2.826923	22.615387	28.269232	9.423077	18.846155	18.846155	15.076923	26.384617	26.384617	26.384617	18.846155	18.846155	15.076923	47.115387	47.115387	47.115387	18.846155	18.846155	18.846155	4.711538	4.711538	4.711538	4.711538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87	4.759615	2.855769	22.846157	28.557693	9.519231	19.038464	19.038464	15.230770	26.653849	26.653849	26.653849	19.038464	19.038464	15.230770	47.596161	47.596161	47.596161	19.038464	19.038464	19.038464	4.759615	4.759615	4.759615	4.759615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
88	4.807693	2.884615	23.076923	28.846157	9.615385	19.230770	19.230770	15.384616	26.923079	26.923079	26.923079	19.230770	19.230770	15.384616	48.076927	48.076927	48.076927	19.230770	19.230770	19.230770	4.807693	4.807693	4.807693	4.807693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89	4.855769	2.913461	23.307693	29.134619	9.711538	19.423079	19.423079	15.538463	27.192310	27.192310	27.192310	19.423079	19.423079	15.538463	48.557693	48.557693	48.557693	19.423079	19.423079	19.423079	4.855769	4.855769	4.855769	4.855769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
90	4.903846	2.942308	23.538464	29.423079	9.807693	19.615387	19.615387	15.692309	27.461540	27.461540	27.461540	19.615387	19.615387	15.692309	49.038467	49.038467	49.038467	19.615387	19.615387	19.615387	4.903846	4.903846	4.903846	4.903846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91	4.951923	2.971154	23.769234	29.711540	9.903846	19.807693	19.807693	15.846155	27.730772	27.730772	27.730772	19.807693	19.807693	15.846155	49.519234	49.519234	49.519234	19.807693	19.807693	19.807693	4.951923	4.951923	4.951923	4.951923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
92	5.000000	3.000000	24.000000	30.000000	10.000000	20.000000	20.000000	16.000000	28.000000	28.000000	28.000000	20.000000	20.000000	16.000000	50.000000	50.000000	50.000000	20.000000	20.000000	20.000000	5.000000	5.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
93	5.048077	3.028846	24.230770	30.288464	10.096154	20.192308	20.192308	16.153847	28.269232	28.269232	28.269232	20.192308	20.192308	16.153847	50.480774	50.480774	50.480774	20.192308	20.192308	20.192308	5.048077	5.048077	5.048077	5.048077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
94	5.096154	3.057692	24.461540	30.576925	10.192308	20.384617	20.384617	16.307693	28.538464	28.538464	28.538464	20.384617	20.384617	16.307693	50.961540	50.961540	50.961540	20.384617	20.384617	20.384617	5.096154	5.096154	5.096154	5.096154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
95	5.144231	3.086538	24.692310	30.865387	10.288462	20.576923	20.576923	16.461538	28.807693	28.807693	28.807693	20.576923	20.576923	16.461538	51.442314	51.442314	51.442314	20.576923	20.576923	20.576923	5.144231	5.144231	5.144231	5.144231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
96	5.192308	3.115384	24.923080	31.153847	10.384616	20.769232	20.769232	16.615385	29.076925	29.076925	29.076925	20.769232	20.769232	16.615385	51.923080	51.923080	51.923080	20.769232	20.769232	20.769232	5.192308	5.192308	5.192308	5.192308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
97	5.240385	3.144231	25.153849	31.442310	10.480770	20.961540	20.961540	16.769232	29.346157	29.346157	29.346157	20.961540	20.961540	16.769232	52.403851	52.403851	52.403851	20.961540	20.961540	20.961540	5.240385	5.240385	5.240385	5.240385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
98	5.288462	3.173077	25.384617	31.730772	10.576923	21.153847	21.153847	16.923079	29.615385	29.615385	29.615385	21.153847	21.153847	16.923079	52.884621	52.884621	52.884621	21.153847	21.153847	21.153847	5.288462	5.288462	5.288462	5.288462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
99	5.336538	3.201923	25.615387	32.019234	10.673078	21.346155	21.346155	17.076923	29.884619	29.884619	29.884619	21.346155	21.346155	17.076923	53.365387	53.365387	53.365387	21.346155	21.346155	21.346155	5.336538	5.336538	5.336538	5.336538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	5.384615	3.230769	25.846157	32.307693	10.769232	21.538464	21.538464	17.230770	30.153847	30.153847	30.153847	21.538464	21.538464	17.230770	53.846157	53.846157	53.846157	21.538464	21.538464	21.538464	5.384615	5.384615	5.384615	5.384615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
